storageLocation,category,family,itemColorKey,itemModel,color,size,ItemSKUKey,retailFP,outletFP,outletDiscount,currentOutletPrice,sumofTotalStock
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1ZR001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,39,BE702YE1ZR00139,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1ZR001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,40,BE702YE1ZR00140,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1ZR001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,41,BE702YE1ZR00141,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE1ZR001,SHARK LOCK COWBOY HIGH BOOTS 60MM,BLACK,42,BE702YE1ZR00142,"$2,595.00","$1,298.00",0%,"$1,298.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE20F220,SHARK LOCK COWBOY HIGH BOOTS 60MM,WALNUT BROWN,36,BE702YE20F22036,"$2,650.00","$1,325.00",0%,"$1,325.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE20F220,SHARK LOCK COWBOY HIGH BOOTS 60MM,WALNUT BROWN,37,BE702YE20F22037,"$2,650.00","$1,325.00",0%,"$1,325.00",2
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE20F220,SHARK LOCK COWBOY HIGH BOOTS 60MM,WALNUT BROWN,38,BE702YE20F22038,"$2,650.00","$1,325.00",0%,"$1,325.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE20F220,SHARK LOCK COWBOY HIGH BOOTS 60MM,WALNUT BROWN,41,BE702YE20F22041,"$2,650.00","$1,325.00",0%,"$1,325.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE20F220,SHARK LOCK COWBOY HIGH BOOTS 60MM,WALNUT BROWN,42,BE702YE20F22042,"$2,650.00","$1,325.00",0%,"$1,325.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE20J600,SHARK LOCK COWBOY HIGH BOOTS 60MM,RED,36,BE702YE20J60036,"$2,895.00","$1,448.00",0%,"$1,448.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE20J600,SHARK LOCK COWBOY HIGH BOOTS 60MM,RED,39,BE702YE20J60039,"$2,895.00","$1,448.00",0%,"$1,448.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE20J600,SHARK LOCK COWBOY HIGH BOOTS 60MM,RED,42,BE702YE20J60042,"$2,895.00","$1,448.00",0%,"$1,448.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE21X913,SHARK LOCK COWBOY HIGH BOOTS 60MM,TAN,36,BE702YE21X91336,"$3,850.00","$1,925.00",0%,"$1,925.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE21X913,SHARK LOCK COWBOY HIGH BOOTS 60MM,TAN,38,BE702YE21X91338,"$3,850.00","$1,925.00",0%,"$1,925.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE21X913,SHARK LOCK COWBOY HIGH BOOTS 60MM,TAN,39,BE702YE21X91339,"$3,850.00","$1,925.00",0%,"$1,925.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE21X913,SHARK LOCK COWBOY HIGH BOOTS 60MM,TAN,41,BE702YE21X91341,"$3,850.00","$1,925.00",0%,"$1,925.00",2
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE702YE21X913,SHARK LOCK COWBOY HIGH BOOTS 60MM,TAN,42,BE702YE21X91342,"$3,850.00","$1,925.00",0%,"$1,925.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E1L0313,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,DARK KHAKI,39,BE7031E1L031339,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E1XN001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,36,BE7031E1XN00136,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E1XN001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,37,BE7031E1XN00137,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E1XN001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,39,BE7031E1XN00139,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E1XN250,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BEIGE,38,BE7031E1XN25038,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E1XN250,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BEIGE,41,BE7031E1XN25041,"$1,995.00",$998.00,0%,$998.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E21T001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,38,BE7031E21T00138,"$3,850.00","$1,925.00",0%,"$1,925.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E21T001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,40,BE7031E21T00140,"$3,850.00","$1,925.00",0%,"$1,925.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E21T001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,41,BE7031E21T00141,"$3,850.00","$1,925.00",0%,"$1,925.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E21T001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,42,BE7031E21T00142,"$3,850.00","$1,925.00",0%,"$1,925.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E242001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,36,BE7031E24200136,"$3,495.00","$1,748.00",0%,"$1,748.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E242001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,37,BE7031E24200137,"$3,495.00","$1,748.00",0%,"$1,748.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E242001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,38,BE7031E24200138,"$3,495.00","$1,748.00",0%,"$1,748.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E242001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,39,BE7031E24200139,"$3,495.00","$1,748.00",0%,"$1,748.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E242001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,40,BE7031E24200140,"$3,495.00","$1,748.00",0%,"$1,748.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E242001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,41,BE7031E24200141,"$3,495.00","$1,748.00",0%,"$1,748.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE7031E242001,SHARK LOCK HIGH BOOTS BIKER LOW WEDGE,BLACK,42,BE7031E24200142,"$3,495.00","$1,748.00",0%,"$1,748.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703AE21W001,SHARK LOCK COWBOY HIGH BOOTS CORSET 60MM,BLACK,36,BE703AE21W00136,"$2,995.00","$1,498.00",0%,"$1,498.00",2
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703AE21W001,SHARK LOCK COWBOY HIGH BOOTS CORSET 60MM,BLACK,37,BE703AE21W00137,"$2,995.00","$1,498.00",0%,"$1,498.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703AE21W001,SHARK LOCK COWBOY HIGH BOOTS CORSET 60MM,BLACK,38,BE703AE21W00138,"$2,995.00","$1,498.00",0%,"$1,498.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703AE21W001,SHARK LOCK COWBOY HIGH BOOTS CORSET 60MM,BLACK,39,BE703AE21W00139,"$2,995.00","$1,498.00",0%,"$1,498.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703AE21W001,SHARK LOCK COWBOY HIGH BOOTS CORSET 60MM,BLACK,41,BE703AE21W00141,"$2,995.00","$1,498.00",0%,"$1,498.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703AE21W001,SHARK LOCK COWBOY HIGH BOOTS CORSET 60MM,BLACK,42,BE703AE21W00142,"$2,995.00","$1,498.00",0%,"$1,498.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE25T001,SHOW STOCKING PUMP 95MM,BLACK,36,BE703CE25T00136,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE25T001,SHOW STOCKING PUMP 95MM,BLACK,36.5,BE703CE25T00136.5,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE25T001,SHOW STOCKING PUMP 95MM,BLACK,37,BE703CE25T00137,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE25T001,SHOW STOCKING PUMP 95MM,BLACK,38,BE703CE25T00138,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE25T001,SHOW STOCKING PUMP 95MM,BLACK,39,BE703CE25T00139,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE25T001,SHOW STOCKING PUMP 95MM,BLACK,40,BE703CE25T00140,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE25T001,SHOW STOCKING PUMP 95MM,BLACK,41,BE703CE25T00141,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE25T600,SHOW STOCKING PUMP 95MM,RED,37,BE703CE25T60037,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE25T600,SHOW STOCKING PUMP 95MM,RED,38,BE703CE25T60038,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE25T600,SHOW STOCKING PUMP 95MM,RED,38.5,BE703CE25T60038.5,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE25T600,SHOW STOCKING PUMP 95MM,RED,39,BE703CE25T60039,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE25T600,SHOW STOCKING PUMP 95MM,RED,39.5,BE703CE25T60039.5,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE25T600,SHOW STOCKING PUMP 95MM,RED,40,BE703CE25T60040,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE271020,SHOW STOCKING PUMP 95MM,GREY,37,BE703CE27102037,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE271020,SHOW STOCKING PUMP 95MM,GREY,38,BE703CE27102038,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE271020,SHOW STOCKING PUMP 95MM,GREY,39,BE703CE27102039,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,HIGH BOOTS,BE703CE271020,SHOW STOCKING PUMP 95MM,GREY,40,BE703CE27102040,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403BE26P001,TWIST PUMP 95 MM,BLACK,36,BE403BE26P00136,"$1,095.00",$548.00,40%,$328.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403BE26P001,TWIST PUMP 95 MM,BLACK,36.5,BE403BE26P00136.5,"$1,095.00",$548.00,40%,$328.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403BE26P001,TWIST PUMP 95 MM,BLACK,37,BE403BE26P00137,"$1,095.00",$548.00,40%,$328.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403BE26P001,TWIST PUMP 95 MM,BLACK,38,BE403BE26P00138,"$1,095.00",$548.00,40%,$328.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403BE26P001,TWIST PUMP 95 MM,BLACK,38.5,BE403BE26P00138.5,"$1,095.00",$548.00,40%,$328.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403BE26P001,TWIST PUMP 95 MM,BLACK,39,BE403BE26P00139,"$1,095.00",$548.00,40%,$328.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403BE26P001,TWIST PUMP 95 MM,BLACK,40,BE403BE26P00140,"$1,095.00",$548.00,40%,$328.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403HE26L001,KITTEN HEEL SLINGBACK 45MM,BLACK,36,BE403HE26L00136,"$1,050.00",$525.00,0%,$525.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403HE26L001,KITTEN HEEL SLINGBACK 45MM,BLACK,36.5,BE403HE26L00136.5,"$1,050.00",$525.00,0%,$525.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403HE26L001,KITTEN HEEL SLINGBACK 45MM,BLACK,37,BE403HE26L00137,"$1,050.00",$525.00,0%,$525.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403HE26L001,KITTEN HEEL SLINGBACK 45MM,BLACK,38.5,BE403HE26L00138.5,"$1,050.00",$525.00,0%,$525.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403HE26L001,KITTEN HEEL SLINGBACK 45MM,BLACK,39.5,BE403HE26L00139.5,"$1,050.00",$525.00,0%,$525.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403HE26L001,KITTEN HEEL SLINGBACK 45MM,BLACK,40,BE403HE26L00140,"$1,050.00",$525.00,0%,$525.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403HE26L001,KITTEN HEEL SLINGBACK 45MM,BLACK,40.5,BE403HE26L00140.5,"$1,050.00",$525.00,0%,$525.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403LE290420,VOYOU SLINGBACK PUMP 75MM,MEDIUM BLUE,36,BE403LE29042036,"$1,095.00",$548.00,0%,$548.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403LE290420,VOYOU SLINGBACK PUMP 75MM,MEDIUM BLUE,36.5,BE403LE29042036.5,"$1,095.00",$548.00,0%,$548.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403LE290420,VOYOU SLINGBACK PUMP 75MM,MEDIUM BLUE,37,BE403LE29042037,"$1,095.00",$548.00,0%,$548.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403LE290420,VOYOU SLINGBACK PUMP 75MM,MEDIUM BLUE,37.5,BE403LE29042037.5,"$1,095.00",$548.00,0%,$548.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403LE290420,VOYOU SLINGBACK PUMP 75MM,MEDIUM BLUE,38,BE403LE29042038,"$1,095.00",$548.00,0%,$548.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403LE290420,VOYOU SLINGBACK PUMP 75MM,MEDIUM BLUE,38.5,BE403LE29042038.5,"$1,095.00",$548.00,0%,$548.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403LE290420,VOYOU SLINGBACK PUMP 75MM,MEDIUM BLUE,39.5,BE403LE29042039.5,"$1,095.00",$548.00,0%,$548.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,PUMP,BE403LE290420,VOYOU SLINGBACK PUMP 75MM,MEDIUM BLUE,40.5,BE403LE29042040.5,"$1,095.00",$548.00,0%,$548.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE305BE1D9206,MARSHMALLOW SLIDER WEDGE SANDALS,CHOCOLATE,37,BE305BE1D920637,$575.00,$300.00,0%,$300.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE305BE1D9267,MARSHMALLOW SLIDER WEDGE SANDALS,CLAY,38,BE305BE1D926738,$575.00,$300.00,0%,$300.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE305BE1D9267,MARSHMALLOW SLIDER WEDGE SANDALS,CLAY,39,BE305BE1D926739,$575.00,$300.00,0%,$300.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE305BE1DA540,MARSHMALLOW SLIDER WEDGE SANDALS,LILAC,38,BE305BE1DA54038,$575.00,$288.00,0%,$288.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE305BE1DA652,MARSHMALLOW SLIDER WEDGE SANDALS,NEON PINK,36,BE305BE1DA65236,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE305BE1DA652,MARSHMALLOW SLIDER WEDGE SANDALS,NEON PINK,37,BE305BE1DA65237,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE305BE1DA652,MARSHMALLOW SLIDER WEDGE SANDALS,NEON PINK,38,BE305BE1DA65238,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE305BE1F8642,MARSHMALLOW SLIDER WEDGE SANDALS,OXBLOOD RED,38,BE305BE1F864238,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE305BE297685,MARSHMALLOW SLIDER WEDGE SANDALS,CORAL,36,BE305BE29768536,$625.00,$313.00,0%,$313.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3062E18J001,G CUBE SANDAL 85,BLACK,36,BE3062E18J00136,$925.00,$463.00,0%,$463.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3062E18J001,G CUBE SANDAL 85,BLACK,36.5,BE3062E18J00136.5,$925.00,$463.00,0%,$463.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3062E18J001,G CUBE SANDAL 85,BLACK,37,BE3062E18J00137,$925.00,$463.00,0%,$463.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3062E18J001,G CUBE SANDAL 85,BLACK,37.5,BE3062E18J00137.5,$925.00,$463.00,0%,$463.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3062E18J001,G CUBE SANDAL 85,BLACK,38,BE3062E18J00138,$925.00,$463.00,0%,$463.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3062E18J001,G CUBE SANDAL 85,BLACK,38.5,BE3062E18J00138.5,$925.00,$463.00,0%,$463.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3062E18J001,G CUBE SANDAL 85,BLACK,39,BE3062E18J00139,$925.00,$463.00,0%,$463.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3062E18J001,G CUBE SANDAL 85,BLACK,39.5,BE3062E18J00139.5,$925.00,$463.00,0%,$463.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE306FE1LJ420,4G FLAT SANDAL,MEDIUM BLUE,35,BE306FE1LJ42035,$795.00,$398.00,0%,$398.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE306FE1LJ420,4G FLAT SANDAL,MEDIUM BLUE,36,BE306FE1LJ42036,$795.00,$398.00,0%,$398.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE306XE18J001,G CUBE SANDAL 105,BLACK,37,BE306XE18J00137,$925.00,$463.00,0%,$463.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE306XE18J001,G CUBE SANDAL 105,BLACK,37.5,BE306XE18J00137.5,$925.00,$463.00,0%,$463.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE306XE18J001,G CUBE SANDAL 105,BLACK,38,BE306XE18J00138,$925.00,$463.00,0%,$463.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE307TE1SN001,SHARK LOCK ANKLE SANDALS 90,BLACK,35,BE307TE1SN00135,"$1,395.00",$698.00,0%,$698.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE307TE1SR040,SHARK LOCK ANKLE SANDALS 90,SILVERY,36,BE307TE1SR04036,"$4,595.00","$2,298.00",50%,"$1,149.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE307TE1SR040,SHARK LOCK ANKLE SANDALS 90,SILVERY,37,BE307TE1SR04037,"$4,595.00","$2,298.00",50%,"$1,149.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE307TE1SR040,SHARK LOCK ANKLE SANDALS 90,SILVERY,38,BE307TE1SR04038,"$4,595.00","$2,298.00",50%,"$1,149.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE307TE1SR040,SHARK LOCK ANKLE SANDALS 90,SILVERY,38.5,BE307TE1SR04038.5,"$4,595.00","$2,298.00",50%,"$1,149.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE307TE1SR040,SHARK LOCK ANKLE SANDALS 90,SILVERY,39,BE307TE1SR04039,"$4,595.00","$2,298.00",50%,"$1,149.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE307TE1SR040,SHARK LOCK ANKLE SANDALS 90,SILVERY,39.5,BE307TE1SR04039.5,"$4,595.00","$2,298.00",50%,"$1,149.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE307TE1SR040,SHARK LOCK ANKLE SANDALS 90,SILVERY,40,BE307TE1SR04040,"$4,595.00","$2,298.00",50%,"$1,149.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE307TE1SR040,SHARK LOCK ANKLE SANDALS 90,SILVERY,41,BE307TE1SR04041,"$4,595.00","$2,298.00",50%,"$1,149.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE307TE1SR040,SHARK LOCK ANKLE SANDALS 90,SILVERY,42,BE307TE1SR04042,"$4,595.00","$2,298.00",50%,"$1,149.00",1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE307TE29J105,SHARK LOCK ANKLE SANDALS 90,IVORY,36,BE307TE29J10536,"$1,495.00",$748.00,0%,$748.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE307TE29J105,SHARK LOCK ANKLE SANDALS 90,IVORY,41,BE307TE29J10541,"$1,495.00",$748.00,0%,$748.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3086E27R685,4G FLAT SANDALS,CORAL,36,BE3086E27R68536,$650.00,$325.00,0%,$325.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE308JE20X001,STITCH SANDALS 95MM,BLACK,39,BE308JE20X00139,"$1,150.00",$575.00,0%,$575.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE308JE20X001,STITCH SANDALS 95MM,BLACK,40,BE308JE20X00140,"$1,150.00",$575.00,0%,$575.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE308JE20X001,STITCH SANDALS 95MM,BLACK,41,BE308JE20X00141,"$1,150.00",$575.00,0%,$575.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE308ZE25M001,G CUBE STRAP SANDALS 45 MM,BLACK,36,BE308ZE25M00136,$795.00,$398.00,0%,$398.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE308ZE25M001,G CUBE STRAP SANDALS 45 MM,BLACK,37,BE308ZE25M00137,$795.00,$398.00,0%,$398.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE308ZE25M001,G CUBE STRAP SANDALS 45 MM,BLACK,38,BE308ZE25M00138,$795.00,$398.00,0%,$398.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE308ZE25M001,G CUBE STRAP SANDALS 45 MM,BLACK,39,BE308ZE25M00139,$795.00,$398.00,0%,$398.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3092E272001,SHARK LOCK STILETTO SANDAL BOOTS 95 MM,BLACK,38,BE3092E27200138,"$2,050.00","$1,025.00",40%,$615.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3092E272001,SHARK LOCK STILETTO SANDAL BOOTS 95 MM,BLACK,42,BE3092E27200142,"$2,050.00","$1,025.00",40%,$615.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3092E274204,SHARK LOCK STILETTO SANDAL BOOTS 95 MM,CHESTNUT,38.5,BE3092E27420438.5,"$2,050.00","$1,025.00",40%,$615.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3092E274204,SHARK LOCK STILETTO SANDAL BOOTS 95 MM,CHESTNUT,39,BE3092E27420439,"$2,050.00","$1,025.00",40%,$615.00,2
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3092E274204,SHARK LOCK STILETTO SANDAL BOOTS 95 MM,CHESTNUT,39.5,BE3092E27420439.5,"$2,050.00","$1,025.00",40%,$615.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3092E274204,SHARK LOCK STILETTO SANDAL BOOTS 95 MM,CHESTNUT,40,BE3092E27420440,"$2,050.00","$1,025.00",40%,$615.00,1
US - OUTLET NY WOODBURY				,WOMEN SHOES,SANDALS,BE3092E274204,SHARK LOCK STILETTO SANDAL BOOTS 95 MM,CHESTNUT,41,BE3092E27420441,"$2,050.00","$1,025.00",40%,$615.00,1
